,Race,Area ID,Perceived: AGE,Basis for Stop,Stop_Year,Action Taken: None,Stop Time,Result of Stop: No Action,Result of Stop: Warning,Result of Stop: Citation for infraction,Result of Stop: In-field cite and release,Result of Stop: Custodial Arrest Pursuant to Outstanding Warrant,Result of Stop: Custodial Arrest Without Warrant,Result of Stop: Noncriminal Transport or Caretaking Transport,Result of Stop: Psychiatric Hold,Result of Stop: Referred to U.S. Department of Homeland Security
351,4,11,40,,2018,1,08:25,0,0,1,0,0,0,0,0,0
352,7,17,40,,2018,1,20:05,0,1,0,0,0,0,0,0,0
353,2,12,40,,2018,1,15:00,0,0,0,0,0,0,0,0,0
354,2,13,53,,2018,1,07:50,0,0,1,0,0,0,0,0,0
355,1,11,30,,2018,1,17:15,0,0,1,0,0,0,0,0,0
356,3,20,20,,2018,0,19:43,0,1,0,0,0,0,0,0,0
357,2,18,25,,2018,0,18:07,1,0,0,0,0,0,0,0,0
358,7,06,25,Officer witnessed commission of a crime,2018,1,17:49,1,0,0,0,0,0,0,0,0
359,2,18,25,,2018,0,16:24,0,1,0,0,0,0,0,0,0
360,3,12,61,,2018,0,19:44,0,1,0,0,0,0,0,0,0
361,3,04,18,,2018,1,22:33,0,1,0,0,0,0,0,0,0
362,3,20,17,,2018,1,20:01,0,0,0,0,0,0,0,0,0
363,3,21,30,Matched suspect description,2018,0,10:46,0,0,0,0,0,1,0,0,0
364,3,10,19,,2018,1,08:00,0,0,1,0,0,0,0,0,0
365,3,13,15,,2018,0,15:46,0,1,0,0,0,0,0,0,0
366,7,06,50,,2018,1,15:05,0,0,1,0,0,0,0,0,0
367,3,20,48,,2018,1,13:28,0,0,1,0,0,0,0,0,0
368,2,13,35,,2018,1,13:06,0,1,0,0,0,0,0,0,0
369,2,02,25,,2018,1,18:35,0,1,0,0,0,0,0,0,0
370,3,12,45,,2018,1,10:35,0,0,1,0,0,0,0,0,0
371,2,21,29,,2018,1,07:25,0,0,1,0,0,0,0,0,0
372,3,04,25,Other reasonable suspicion of a crime,2018,0,21:24,0,0,0,0,0,1,0,0,0
373,1,01,94,,2018,1,15:24,0,0,1,0,0,0,0,0,0
374,4,21,35,,2018,1,17:36,0,1,0,0,0,0,0,0,0
375,2,12,20,,2018,0,16:16,1,0,0,0,0,0,0,0,0
376,2,12,48,,2018,1,22:39,0,0,1,0,0,0,0,0,0
377,7,08,38,Officer witnessed commission of a crime,2018,0,18:00,0,0,0,1,0,0,0,0,0
378,2,12,25,,2018,1,22:57,0,0,0,0,0,0,0,0,0
379,3,13,28,,2018,0,19:57,0,0,0,0,0,1,0,0,0
380,3,18,29,,2018,1,12:46,0,1,0,0,0,0,0,0,0
381,3,09,20,,2018,0,21:24,0,1,0,0,0,0,0,0,0
382,3,02,53,,2018,1,07:45,0,0,1,0,0,0,0,0,0
383,7,08,31,,2018,0,12:26,0,0,0,0,1,0,0,0,0
384,7,08,40,,2018,1,12:55,0,1,0,0,0,0,0,0,0
385,1,01,25,,2018,1,16:11,0,1,0,0,0,0,0,0,0
386,2,01,55,Witness or victim identification of suspect at the scene,2018,0,13:20,1,0,0,0,0,0,0,0,0
387,4,06,18,,2018,0,00:13,0,0,1,0,0,0,0,0,0
388,2,01,21,,2018,1,17:42,1,0,0,0,0,0,0,0,0
389,7,06,40,,2018,0,07:08,0,1,0,0,0,0,0,0,0
390,7,10,51,,2018,0,19:13,0,0,0,0,0,1,0,0,0
391,7,02,32,,2018,1,11:33,0,0,1,0,0,0,0,0,0
392,3,07,30,,2018,0,21:17,0,0,0,0,0,0,0,0,0
393,3,04,35,Officer witnessed commission of a crime,2018,0,15:12,0,0,0,0,0,1,0,0,0
394,3,13,36,,2018,0,21:33,1,0,0,0,0,0,0,0,0
395,2,12,36,,2018,0,22:42,0,1,0,0,0,0,0,0,0
396,3,17,57,,2018,1,08:35,0,0,1,0,0,0,0,0,0
397,2,14,45,,2018,0,15:18,0,0,1,0,0,0,0,0,0
398,2,01,57,Officer witnessed commission of a crime,2018,1,07:56,1,0,0,0,0,0,0,0,0
399,3,20,30,,2018,1,03:01,0,0,1,0,0,0,0,0,0
400,2,12,50,,2018,1,16:09,0,1,0,0,0,0,0,0,0
401,2,01,65,,2018,1,19:29,0,0,1,0,0,0,0,0,0
402,3,08,33,,2018,1,15:05,0,0,1,0,0,0,0,0,0
403,7,07,52,,2018,1,10:03,0,0,1,0,0,0,0,0,0
404,3,15,23,,2018,0,02:25,0,0,1,0,0,0,0,0,0
405,3,10,30,,2018,0,02:25,0,1,0,0,0,0,0,0,0
406,7,19,28,,2018,1,23:25,0,1,0,0,0,0,0,0,0
407,7,04,45,,2018,0,14:10,0,0,1,0,0,0,0,0,0
408,2,12,35,,2018,1,15:25,0,0,1,0,0,0,0,0,0
409,3,11,26,Officer witnessed commission of a crime,2018,0,19:53,0,0,1,0,0,0,0,0,0
410,2,14,21,,2018,1,17:47,1,0,0,0,0,0,0,0,0
411,2,13,38,Matched suspect description,2018,0,01:36,1,0,0,0,0,0,0,0,0
412,2,06,25,,2018,1,19:54,0,1,0,0,0,0,0,0,0
413,7,08,42,Officer witnessed commission of a crime,2018,1,12:47,0,1,0,0,0,0,0,0,0
414,7,21,54,,2018,1,13:36,0,0,1,0,0,0,0,0,0
415,2,13,30,,2018,0,09:25,0,0,1,0,0,0,0,0,0
416,3,13,27,,2018,1,23:14,0,1,0,0,0,0,0,0,0
417,7,08,20,,2018,1,03:20,1,0,0,0,0,0,0,0,0
418,7,14,28,,2018,1,13:22,1,0,0,0,0,0,0,0,0
419,2,03,82,,2018,1,11:33,0,0,1,0,0,0,0,0,0
420,3,07,21,Other reasonable suspicion of a crime,2018,0,00:55,0,0,0,0,0,1,0,0,0
421,3,14,22,,2018,0,20:48,1,0,0,0,0,0,0,0,0
422,2,07,23,,2018,1,17:32,1,0,0,0,0,0,0,0,0
423,2,07,40,,2018,1,22:03,0,1,0,0,0,0,0,0,0
424,3,03,30,,2018,0,17:56,0,0,0,0,1,0,0,0,0
425,3,05,28,Officer witnessed commission of a crime,2018,0,16:14,1,0,0,0,0,0,0,0,0
426,2,18,80,,2018,1,17:18,1,0,0,0,0,0,0,0,0
427,3,04,34,,2018,1,08:34,0,1,0,0,0,0,0,0,0
428,3,02,18,Actions indicative of casing a victim or location,2018,0,22:43,0,0,0,0,0,0,0,0,0
429,2,06,52,Witness or victim identification of suspect at the scene,2018,0,22:30,0,1,0,0,0,0,0,0,0
430,3,01,35,,2018,1,17:28,0,1,0,0,0,0,0,0,0
431,7,13,21,,2018,1,13:40,0,0,1,0,0,0,0,0,0
432,3,13,20,,2018,1,10:41,1,0,0,0,0,0,0,0,0
433,1,09,28,,2018,1,09:10,0,0,1,0,0,0,0,0,0
434,3,15,46,,2018,0,21:18,0,0,1,0,0,0,0,0,0
435,2,12,25,,2018,0,20:31,0,0,0,0,0,0,0,0,0
436,1,19,38,,2018,1,09:30,0,0,1,0,0,0,0,0,0
437,3,04,30,,2018,0,11:48,0,0,1,0,0,0,0,0,0
438,3,13,37,,2018,0,21:08,0,0,0,0,1,0,0,0,0
439,1,17,53,,2018,1,07:30,0,0,1,0,0,0,0,0,0
440,3,04,25,,2018,1,20:32,0,0,1,0,0,0,0,0,0
441,3,02,27,,2018,1,17:00,0,0,1,0,0,0,0,0,0
442,3,07,36,,2018,1,15:55,0,0,1,0,0,0,0,0,0
443,3,06,22,,2018,0,02:49,0,0,1,0,0,0,0,0,0
444,3,11,18,Officer witnessed commission of a crime,2018,0,12:14,0,0,1,0,0,0,0,0,0
445,2,99,20,,2018,0,19:51,0,1,0,0,0,0,0,0,0
446,7,03,28,,2018,1,19:40,1,0,0,0,0,0,0,0,0
447,7,19,26,Officer witnessed commission of a crime,2018,1,08:53,0,1,0,0,0,0,0,0,0
448,2,04,54,,2018,1,08:55,0,0,1,0,0,0,0,0,0
449,3,12,26,,2018,0,19:22,0,1,0,0,0,0,0,0,0
450,1,16,57,Other reasonable suspicion of a crime,2018,0,11:00,0,0,0,0,0,1,0,0,0
451,2,08,33,Other reasonable suspicion of a crime,2018,1,08:53,0,0,0,0,0,1,0,0,0
452,7,07,35,,2018,1,22:34,0,0,1,0,0,0,0,0,0
453,3,02,31,,2018,1,10:52,0,0,1,0,0,0,0,0,0
454,2,06,56,,2018,0,14:31,0,0,1,0,0,0,0,0,0
455,4,12,38,,2018,1,08:10,0,0,1,0,0,0,0,0,0
456,2,18,20,,2018,0,19:35,0,1,0,0,0,0,0,0,0
457,2,03,32,Matched suspect description,2018,1,09:05,0,0,0,0,0,0,0,0,0
458,3,13,37,,2018,1,15:31,0,1,0,0,0,0,0,0,0
459,2,03,30,,2018,0,19:02,0,1,0,0,0,0,0,0,0
460,3,10,22,,2018,0,08:50,0,0,1,0,0,0,0,0,0
461,7,05,25,,2018,1,16:20,0,0,1,0,0,0,0,0,0
462,2,08,29,,2018,1,18:22,0,0,0,0,0,0,0,0,0
463,3,10,60,,2018,1,21:40,1,0,0,0,0,0,0,0,0
464,2,01,38,Officer witnessed commission of a crime,2018,0,14:15,0,1,0,0,0,0,0,0,0
465,2,01,25,,2018,0,15:54,0,0,0,0,0,0,0,0,0
466,2,04,17,,2018,0,20:16,0,0,0,0,0,0,0,0,0
467,2,12,19,,2018,1,21:01,0,0,1,0,0,0,0,0,0
468,7,19,28,,2018,0,17:43,0,0,0,0,0,0,0,0,0
469,3,15,20,,2018,1,22:15,0,1,0,0,0,0,0,0,0
470,7,02,32,Matched suspect description,2018,0,16:54,0,0,0,0,0,0,0,0,0
471,3,09,36,,2018,1,13:44,0,0,0,0,0,0,0,0,0
472,3,13,40,,2018,0,19:43,0,0,0,0,0,0,0,0,0
473,3,01,32,,2018,1,09:29,0,0,1,0,0,0,0,0,0
474,3,20,40,,2018,1,22:40,0,1,0,0,0,0,0,0,0
475,2,10,22,,2018,1,23:59,0,0,1,0,0,0,0,0,0
476,2,07,24,,2018,1,09:30,0,0,1,0,0,0,0,0,0
477,4,07,35,,2018,1,21:02,0,0,1,0,0,0,0,0,0
478,3,17,22,,2018,1,22:35,0,1,0,0,0,0,0,0,0
479,2,06,32,Matched suspect description,2018,0,20:44,1,0,0,0,0,0,0,0,0
480,7,15,51,Carrying suspicious object,2018,1,06:39,0,0,0,0,0,0,0,0,0
481,2,12,56,,2018,1,09:20,0,0,1,0,0,0,0,0,0
482,3,18,15,,2018,0,20:39,1,0,0,0,0,0,0,0,0
483,3,14,43,Officer witnessed commission of a crime,2018,0,05:51,0,1,0,0,0,0,0,0,0
484,7,03,40,,2018,1,08:55,0,0,1,0,0,0,0,0,0
485,2,03,25,,2018,1,08:20,0,0,1,0,0,0,0,0,0
486,3,02,40,,2018,0,11:15,0,0,0,0,0,1,0,0,0
487,3,13,25,,2018,0,21:16,0,0,0,0,0,0,0,0,0
488,3,18,19,,2018,1,18:50,1,0,0,0,0,0,0,0,0
489,3,15,22,,2018,0,22:00,0,0,0,0,0,1,0,0,0
490,3,14,25,,2018,0,18:28,0,0,0,0,0,0,0,1,0
491,2,03,36,,2018,0,21:08,0,0,0,0,0,1,0,0,0
492,2,18,25,,2018,1,17:54,1,0,0,0,0,0,0,0,0
493,2,12,50,,2018,1,15:54,0,1,0,0,0,0,0,0,0
494,4,10,36,,2018,1,09:34,0,0,1,0,0,0,0,0,0
495,3,03,45,,2018,1,10:30,1,0,0,0,0,0,0,0,0
496,4,21,53,,2018,1,07:45,0,0,1,0,0,0,0,0,0
497,3,04,36,,2018,1,06:40,0,0,1,0,0,0,0,0,0
498,3,08,30,,2018,1,12:15,0,0,1,0,0,0,0,0,0
499,2,03,58,,2018,1,11:30,0,1,0,0,0,0,0,0,0
500,2,03,37,,2018,1,10:05,0,1,0,0,0,0,0,0,0
501,2,01,26,,2018,1,13:59,0,0,1,0,0,0,0,0,0
502,2,12,30,,2018,0,09:27,0,1,0,0,0,0,0,0,0
503,7,14,25,,2018,1,13:17,0,0,1,0,0,0,0,0,0
504,3,16,50,,2018,1,21:19,1,0,0,0,0,0,0,0,0
505,2,08,35,,2018,0,14:38,0,0,0,0,0,1,0,0,0
506,2,07,31,,2018,1,11:10,0,0,1,0,0,0,0,0,0
507,5,11,26,Officer witnessed commission of a crime,2018,0,13:00,0,0,1,0,0,0,0,0,0
508,2,14,24,,2018,1,07:55,0,0,1,0,0,0,0,0,0
509,2,12,50,,2018,0,19:39,0,1,0,0,0,0,0,0,0
510,3,19,30,,2018,0,16:45,0,0,0,0,0,0,0,1,0
511,7,08,38,,2018,0,01:32,0,1,0,0,0,0,0,0,0
512,3,13,25,,2018,0,20:16,0,0,0,0,0,0,0,0,0
513,3,13,25,Officer witnessed commission of a crime,2018,0,12:23,0,0,0,0,0,1,0,0,0
514,2,18,20,,2018,0,21:08,1,0,0,0,0,0,0,0,0
515,3,09,30,,2018,1,03:37,0,1,0,0,0,0,0,0,0
516,3,10,16,,2018,1,23:23,0,0,1,0,0,0,0,0,0
517,3,01,36,,2018,0,14:30,0,0,1,0,0,0,0,0,0
518,2,99,25,,2018,0,06:18,0,0,0,0,0,0,0,0,0
519,2,01,43,,2018,1,19:57,0,0,1,0,0,0,0,0,0
520,2,03,30,,2018,1,01:40,0,1,0,0,0,0,0,0,0
521,3,04,19,Officer witnessed commission of a crime,2018,0,20:30,0,0,1,0,0,0,0,0,0
522,1,20,37,,2018,1,12:50,0,0,1,0,0,0,0,0,0
523,3,19,40,,2018,0,17:50,0,0,0,0,0,1,0,0,0
524,7,11,49,,2018,1,20:44,0,0,1,0,0,0,0,0,0
525,3,14,18,,2018,1,22:10,1,0,0,0,0,0,0,0,0
526,3,05,55,,2018,1,16:50,0,0,1,0,0,0,0,0,0
527,3,15,28,,2018,1,08:45,0,0,1,0,0,0,0,0,0
528,2,05,41,,2018,1,11:56,0,0,1,0,0,0,0,0,0
529,3,19,35,Other reasonable suspicion of a crime,2018,0,22:59,0,0,0,0,0,1,0,0,0
530,3,04,28,,2018,0,18:35,0,0,0,0,0,0,0,0,0
531,2,06,25,,2018,0,21:30,0,0,0,0,0,0,0,0,0
532,3,09,53,,2018,1,07:55,0,0,1,0,0,0,0,0,0
533,4,10,37,,2018,0,13:42,0,0,0,1,0,0,0,0,0
534,3,18,20,,2018,0,21:22,1,0,0,0,0,0,0,0,0
535,3,17,30,,2018,1,16:05,0,0,1,0,0,0,0,0,0
536,2,18,25,,2018,0,22:53,0,1,0,0,0,0,0,0,0
537,2,06,25,Matched suspect description,2018,0,19:58,0,0,0,0,0,1,0,0,0
538,2,18,30,,2018,0,18:12,0,1,1,0,0,0,0,0,0
539,3,13,38,Officer witnessed commission of a crime,2018,0,23:10,0,0,0,0,0,0,0,0,0
540,1,03,21,,2018,1,19:48,0,0,1,0,0,0,0,0,0
541,3,04,48,,2018,0,23:22,0,1,0,0,0,0,0,0,0
542,3,12,45,,2018,1,09:20,0,0,1,0,0,0,0,0,0
543,3,20,32,,2018,1,21:25,0,1,0,0,0,0,0,0,0
544,7,14,29,,2018,1,17:02,0,0,1,0,0,0,0,0,0
545,2,01,40,,2018,1,18:42,0,1,0,0,0,0,0,0,0
546,7,03,35,Other reasonable suspicion of a crime,2018,0,22:43,0,0,0,0,0,0,0,0,0
547,7,02,49,,2018,1,16:12,0,0,1,0,0,0,0,0,0
548,2,12,30,Actions indicative of casing a victim or location,2018,0,20:57,1,0,0,0,0,0,0,0,0
549,3,21,18,,2018,0,14:19,1,0,0,0,0,0,0,0,0
550,3,12,25,,2018,1,20:56,1,0,0,0,0,0,0,0,0
551,3,05,30,,2018,0,03:06,0,0,0,0,1,0,0,0,0
552,3,13,20,,2018,0,22:10,0,1,0,0,0,0,0,0,0
553,7,07,36,,2018,1,12:55,0,0,1,0,0,0,0,0,0
554,3,14,29,,2018,0,17:08,0,0,0,0,1,0,0,0,0
555,3,19,32,Other reasonable suspicion of a crime,2018,1,23:39,0,0,0,0,0,0,0,0,0
556,3,03,35,,2018,0,16:06,0,0,1,0,0,0,0,0,0
557,2,14,24,,2018,1,21:06,0,1,0,0,0,0,0,0,0
558,2,18,30,,2018,0,22:07,0,1,1,0,0,0,0,0,0
559,3,18,44,,2018,1,16:25,0,1,0,0,0,0,0,0,0
560,2,12,22,,2018,0,16:23,0,1,0,0,0,0,0,0,0
561,2,02,36,Other reasonable suspicion of a crime,2018,0,01:00,1,0,0,0,0,0,0,0,0
562,3,04,25,,2018,1,19:35,0,1,0,0,0,0,0,0,0
563,3,05,44,,2018,1,21:46,0,0,1,0,0,0,0,0,0
564,2,18,25,,2018,0,19:49,0,0,0,0,0,0,0,0,0
565,7,06,35,Officer witnessed commission of a crime,2018,0,05:00,0,0,1,0,0,0,0,0,0
566,3,15,40,Officer witnessed commission of a crime,2018,0,16:00,0,0,1,0,0,0,0,0,0
567,3,12,21,,2018,1,19:19,0,1,0,0,0,0,0,0,0
568,3,12,37,,2018,1,17:10,0,1,0,0,0,0,0,0,0
569,3,18,42,,2018,0,21:35,1,0,0,0,0,0,0,0,0
570,7,07,28,,2018,1,20:57,0,0,1,0,0,0,0,0,0
571,4,15,45,Other reasonable suspicion of a crime,2018,0,18:43,0,0,0,0,0,1,0,0,0
572,7,21,24,Matched suspect description,2018,0,07:50,0,0,0,0,1,0,0,0,0
573,2,01,24,,2018,0,22:02,0,0,1,0,0,0,0,0,0
574,7,08,51,,2018,1,14:53,0,0,1,0,0,0,0,0,0
575,2,08,30,,2018,1,11:48,0,1,0,0,0,0,0,0,0
576,3,06,29,,2018,0,18:55,0,0,0,0,1,0,0,0,0
577,2,12,65,,2018,0,23:04,1,0,0,0,0,0,0,0,0
578,4,10,60,,2018,0,10:48,0,1,0,0,0,0,0,0,0
579,3,11,36,Other reasonable suspicion of a crime,2018,0,03:11,0,0,0,0,0,0,0,0,0
580,3,01,40,,2018,0,17:50,0,1,0,0,0,0,0,0,0
581,3,15,36,,2018,1,07:00,0,0,1,0,0,0,0,0,0
582,2,13,30,,2018,1,12:51,1,0,0,0,0,0,0,0,0
583,3,06,35,,2018,1,22:36,1,0,0,0,0,0,0,0,0
584,7,11,51,,2018,1,15:28,0,1,0,0,0,0,0,0,0
585,7,06,30,Witness or victim identification of suspect at the scene,2018,0,04:03,0,0,0,0,0,1,0,0,0
586,3,16,15,,2018,1,15:20,0,0,1,0,0,0,0,0,0
587,2,03,50,,2018,1,19:19,1,0,0,0,0,0,0,0,0
588,7,16,42,,2018,1,15:41,0,0,1,0,0,0,0,0,0
589,3,11,23,,2018,1,11:45,0,0,1,0,0,0,0,0,0
590,3,19,48,,2018,1,21:10,0,0,1,0,0,0,0,0,0
591,3,12,41,,2018,0,18:36,0,0,0,0,0,0,0,0,0
592,3,14,32,,2018,1,21:57,0,1,0,0,0,0,0,0,0
593,7,10,48,Other reasonable suspicion of a crime,2018,0,23:59,0,0,0,0,0,0,0,0,0
594,3,01,47,,2018,1,10:24,0,0,1,0,0,0,0,0,0
595,3,12,20,,2018,1,18:15,0,1,0,0,0,0,0,0,0
596,3,20,32,,2018,1,07:20,0,1,0,0,0,0,0,0,0
597,3,07,35,,2018,1,16:04,1,0,0,0,0,0,0,0,0
598,3,16,56,Witness or victim identification of suspect at the scene,2018,0,13:25,0,0,0,0,0,1,0,0,0
599,1,13,34,,2018,1,11:45,0,0,1,0,0,0,0,0,0
600,3,04,30,,2018,0,16:38,0,1,0,0,0,0,0,0,0
601,2,01,54,Officer witnessed commission of a crime,2018,1,08:08,0,1,0,0,0,0,0,0,0
602,3,04,20,Officer witnessed commission of a crime,2018,0,19:15,0,1,0,0,0,0,0,0,0
603,3,02,26,,2018,0,05:43,0,0,0,0,0,1,0,0,0
604,3,04,41,Officer witnessed commission of a crime,2018,0,11:00,0,0,0,0,1,0,0,0,0
605,7,13,51,,2018,1,10:35,0,0,1,0,0,0,0,0,0
606,3,13,30,,2018,0,21:52,0,0,0,0,0,0,0,0,0
607,3,05,25,,2018,0,02:11,0,1,0,0,0,0,0,0,0
608,7,14,30,,2018,1,15:00,0,0,0,0,0,0,0,0,0
609,3,03,55,,2018,1,19:15,1,0,0,0,0,0,0,0,0
610,7,01,22,,2018,1,14:56,0,0,1,0,0,0,0,0,0
611,2,12,67,,2018,1,09:15,0,0,1,0,0,0,0,0,0
612,3,09,20,,2018,1,08:55,0,0,1,0,0,0,0,0,0
613,7,07,32,,2018,1,11:20,0,0,1,0,0,0,0,0,0
614,3,07,20,,2018,1,08:20,0,0,1,0,0,0,0,0,0
615,3,12,40,Officer witnessed commission of a crime,2018,0,18:29,0,1,0,0,0,0,0,0,0
616,3,11,40,,2018,1,17:40,0,1,0,0,0,0,0,0,0
617,2,14,39,,2018,1,13:43,0,0,1,0,0,0,0,0,0
618,3,12,50,,2018,0,19:00,0,0,1,0,0,0,0,0,0
619,2,19,31,,2018,1,22:34,0,1,0,0,0,0,0,0,0
620,3,13,28,,2018,0,16:43,1,0,0,0,0,0,0,0,0
621,2,03,65,,2018,1,21:33,0,1,0,0,0,0,0,0,0
622,3,03,35,,2018,1,15:35,0,1,0,0,0,0,0,0,0
623,3,13,25,Officer witnessed commission of a crime,2018,0,17:49,0,1,0,0,0,0,0,0,0
624,3,06,60,,2018,1,12:30,0,1,0,0,0,0,0,0,0
625,3,14,19,,2018,0,20:56,0,0,1,0,0,0,0,0,0
626,2,13,35,,2018,0,08:52,0,0,1,0,0,0,0,0,0
627,2,07,29,,2018,1,09:10,0,1,0,0,0,0,0,0,0
628,3,18,39,,2018,1,17:53,0,0,1,0,0,0,0,0,0
629,3,13,30,,2018,1,20:10,1,0,0,0,0,0,0,0,0
630,3,13,45,,2018,1,11:55,0,1,0,0,0,0,0,0,0
631,2,13,25,,2018,0,11:10,0,0,1,0,0,0,0,0,0
632,7,01,64,,2018,1,07:55,0,0,1,0,0,0,0,0,0
633,3,13,25,Officer witnessed commission of a crime,2018,1,10:25,0,1,0,0,0,0,0,0,0
634,2,14,65,,2018,1,10:45,0,0,1,0,0,0,0,0,0
635,3,05,18,,2018,1,20:16,1,0,0,0,0,0,0,0,0
636,2,18,35,,2018,1,21:48,0,1,0,0,0,0,0,0,0
637,4,10,80,,2018,0,17:01,0,0,1,0,0,0,0,0,0
638,2,18,35,Other reasonable suspicion of a crime,2018,0,18:03,1,0,0,0,0,0,0,0,0
639,3,03,23,,2018,1,21:41,0,1,0,0,0,0,0,0,0
640,4,07,62,,2018,1,11:07,0,0,1,0,0,0,0,0,0
641,3,12,37,,2018,1,09:05,0,0,1,0,0,0,0,0,0
642,7,14,51,,2018,1,09:40,0,0,1,0,0,0,0,0,0
643,3,06,25,,2018,1,19:26,0,0,0,0,0,0,0,0,0
644,3,04,30,Other reasonable suspicion of a crime,2018,0,12:43,1,0,0,0,0,0,0,0,0
645,3,01,19,,2018,0,12:38,0,1,0,0,0,0,0,0,0
646,1,17,42,,2018,1,08:25,0,0,1,0,0,0,0,0,0
647,1,21,26,,2018,1,01:05,0,0,1,0,0,0,0,0,0
648,3,12,22,,2018,0,18:57,0,0,0,0,0,1,0,0,0
649,7,02,24,,2018,1,08:14,0,0,1,0,0,0,0,0,0
650,7,11,25,,2018,0,00:03,0,0,0,0,0,0,0,0,0
651,3,21,35,,2018,1,23:27,1,0,0,0,0,0,0,0,0
652,7,15,57,Officer witnessed commission of a crime,2018,0,13:42,0,0,0,0,0,0,0,0,0
653,3,16,25,,2018,1,23:13,0,1,0,0,0,0,0,0,0
654,3,11,23,,2018,1,01:11,0,0,1,0,0,0,0,0,0
655,7,01,60,,2018,1,12:00,0,1,0,0,0,0,0,0,0
656,3,16,27,,2018,0,16:15,0,0,0,0,1,0,0,0,0
657,3,10,30,,2018,1,07:20,0,1,0,0,0,0,0,0,0
658,2,01,42,,2018,0,16:52,0,0,0,0,0,0,0,0,0
659,7,21,46,,2018,1,08:15,0,0,1,0,0,0,0,0,0
660,7,21,30,Officer witnessed commission of a crime,2018,0,18:00,0,0,0,0,1,0,0,0,0
661,2,12,18,,2018,1,14:44,0,0,1,0,0,0,0,0,0
662,2,13,55,,2018,0,16:41,0,0,0,0,0,1,0,0,0
663,3,02,28,Officer witnessed commission of a crime,2018,0,16:14,0,0,0,1,0,0,0,0,0
664,2,18,35,,2018,0,22:20,0,0,0,0,0,0,0,0,0
665,7,14,29,Officer witnessed commission of a crime,2018,1,08:52,0,0,0,1,0,0,0,0,0
666,3,12,23,,2018,0,21:34,0,1,0,0,0,0,0,0,0
667,3,13,35,,2018,1,20:09,1,0,0,0,0,0,0,0,0
668,3,09,25,,2018,1,16:14,0,1,0,0,0,0,0,0,0
669,3,13,25,Actions indicative of a drug transaction,2018,0,18:15,0,0,0,0,0,1,0,0,0
670,2,08,59,Officer witnessed commission of a crime,2018,1,08:55,0,0,1,0,0,0,0,0,0
671,3,13,27,,2018,0,15:30,0,0,1,0,0,0,0,0,0
672,2,01,30,,2018,1,11:14,1,0,0,0,0,0,0,0,0
673,3,03,23,,2018,1,16:43,0,1,0,0,0,0,0,0,0
674,3,16,17,,2018,0,07:50,0,0,0,0,0,0,0,0,0
675,2,03,26,,2018,1,07:05,0,0,1,0,0,0,0,0,0
676,4,09,22,,2018,1,23:17,0,0,1,0,0,0,0,0,0
677,3,13,58,,2018,0,18:46,0,0,0,0,0,1,0,0,0
678,3,06,39,,2018,1,21:26,0,0,1,0,0,0,0,0,0
679,3,09,25,,2018,1,00:11,0,0,0,0,0,0,0,0,0
680,2,03,37,,2018,0,22:43,0,1,0,0,0,0,0,0,0
681,1,01,35,,2018,1,15:10,0,1,0,0,0,0,0,0,0
682,3,21,30,Officer witnessed commission of a crime,2018,0,12:44,0,0,0,0,0,1,0,0,0
683,7,09,40,Officer witnessed commission of a crime,2018,0,20:40,0,1,0,0,0,0,0,0,0
684,7,11,54,,2018,1,09:45,0,0,1,0,0,0,0,0,0
685,3,07,62,,2018,1,06:05,0,0,1,0,0,0,0,0,0
686,2,03,23,,2018,1,17:03,0,0,1,0,0,0,0,0,0
687,7,08,45,,2018,1,22:50,0,1,0,0,0,0,0,0,0
688,2,03,30,Other reasonable suspicion of a crime,2018,0,22:31,1,0,0,0,0,0,0,0,0
689,2,12,60,Witness or victim identification of suspect at the scene,2018,0,20:19,0,0,0,0,0,1,0,0,0
690,3,11,40,,2018,1,20:31,0,0,1,0,0,0,0,0,0
691,1,03,52,,2018,1,09:05,0,0,1,0,0,0,0,0,0
692,2,12,21,Other reasonable suspicion of a crime,2018,0,20:44,0,0,0,0,1,0,0,0,0
693,2,10,34,,2018,1,07:55,0,0,1,0,0,0,0,0,0
694,7,14,60,,2018,0,16:30,0,0,1,0,0,0,0,0,0
695,2,13,26,,2018,0,21:19,1,0,0,0,0,0,0,0,0
696,2,18,36,,2018,1,10:17,0,1,0,0,0,0,0,0,0
697,7,07,27,,2018,1,11:58,0,0,1,0,0,0,0,0,0
698,2,17,31,,2018,1,11:30,0,1,0,0,0,0,0,0,0
699,7,09,18,,2018,1,07:50,0,1,0,0,0,0,0,0,0
700,2,05,46,Witness or victim identification of suspect at the scene,2018,0,22:20,0,0,0,0,0,1,0,0,0
701,3,01,35,,2018,0,21:33,0,1,0,0,0,0,0,0,0
702,3,16,40,,2018,1,19:48,1,0,0,0,0,0,0,0,0
703,3,13,28,,2018,0,19:35,0,0,1,0,0,0,0,0,0
704,2,13,45,,2018,1,10:27,1,0,0,0,0,0,0,0,0
705,2,03,30,,2018,0,20:50,0,1,0,0,0,0,0,0,0
706,7,06,27,Officer witnessed commission of a crime,2018,1,11:22,0,1,0,0,0,0,0,0,0
707,4,12,21,,2018,1,17:30,0,0,1,0,0,0,0,0,0
708,4,14,41,,2018,1,15:50,0,0,1,0,0,0,0,0,0
709,2,12,45,Other reasonable suspicion of a crime,2018,1,09:14,1,0,0,0,0,0,0,0,0
